ID	Type	name
9533	Translocation	"tloc(a(CHEBI:""amyloid-beta""),fromLoc(MESH:""Blood-Brain Barrier""),toLoc(MESH:""Blood""))"
9534	Translocation	"tloc(p(CONSO:""CONSO00053"",pmod(Ph,S,396),pmod(Ph,S,404)),fromLoc(MESH:""Extracellular Space""),toLoc(GO:""lysosome""))"
9535	Translocation	"tloc(a(CHEBI:""sodium(1+)""),fromLoc(MESH:""Extracellular Space""),toLoc(MESH:""Intracellular Space""))"
9536	Translocation	"tloc(a(MESH:""T-Lymphocytes""),fromLoc(MESH:""Peripheral Nervous System""),toLoc(MESH:""Central Nervous System""))"
9537	Translocation	"tloc(p(HGNC:""TFE3""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))"
9538	Translocation	"tloc(a(CONSO:""Tau fibrils""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))"
9539	Translocation	"tloc(a(CHEBI:""glutamate(2-)""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular region""))"
9540	Translocation	"tloc(p(HGNC:""MAPT""),fromLoc(GO:""cytosol""),toLoc(GO:""lysosome""))"
9541	Translocation	"tloc(p(MESH:""Proteins"",pmod(CONSO:""misfolded"")),fromLoc(GO:""endoplasmic reticulum""),toLoc(GO:""cytoplasm""))"
9542	Translocation	"tloc(p(HGNC:""APP"",frag(""672_713"")),fromLoc(MESHCS:""COP-Coated Vesicles""),toLoc(MESHCS:""Lysosomes""))"
9543	Translocation	"tloc(p(MGI:""Mapt""),fromLoc(GO:""cytoplasm""),toLoc(GO:""membrane raft""))"
9544	Translocation	"tloc(p(HGNC:""MAPT""),fromLoc(GO:""axon""),toLoc(GO:""somatodendritic compartment""))"
9545	Translocation	"tloc(p(HGNC:""CHRNA7""),fromLoc(GO:""cell surface""),toLoc(GO:""endosome""))"
9546	Translocation	"tloc(a(CHEBI:""calcium cation""),fromLoc(GO:""endoplasmic reticulum""),toLoc(GO:""cytoplasm""))"
9547	Translocation	"tloc(a(MESH:""Leukocytes""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Spinal Cord""))"
9548	Translocation	"tloc(p(MGI:""Mapt""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))"
9549	Translocation	"tloc(complex(p(HGNC:""IRF3""),p(HGNC:""IRF3"")),fromLoc(MESHA:""Cytoplasm""),toLoc(MESHA:""Cell Nucleus""))"
9550	Translocation	"tloc(a(CONSO:""amyloid-beta derived diffusible ligands""),fromLoc(MESH:""Brain""),toLoc(MESH:""Extracellular Fluid""))"
9551	Translocation	"tloc(p(HGNC:""CHCHD10""),fromLoc(GO:""mitochondrion""),toLoc(GO:""nucleus""))"
9552	Translocation	"tloc(a(CHEBI:""macromolecule""),fromLoc(MESH:""Cerebrospinal Fluid""),toLoc(MESH:""Lymph Nodes""))"
9553	Translocation	"tloc(a(MESHC:""SOD1 G93A protein""),fromLoc(GOCC:""external side of plasma membrane""),toLoc(GOCC:""cytoplasm""))"
9554	Translocation	"tloc(p(HGNC:""BACE1""),fromLoc(MESHCS:""Cell Membrane""),toLoc(MESHCS:""Lysosomes""))"
9555	Translocation	"tloc(a(CHEBI:""amyloid-beta polypeptide 42""),fromLoc(MESH:""Brain""),toLoc(MESH:""Plasma""))"
9556	Translocation	"tloc(a(CHEBI:""sodium(1+)""),fromLoc(MESH:""Intracellular Space""),toLoc(MESH:""Extracellular Space""))"
9557	Translocation	"tloc(a(MESH:""T-Lymphocytes""),fromLoc(MESH:""Lymph Nodes""),toLoc(MESH:""Central Nervous System""))"
9558	Translocation	"tloc(p(HGNC:""CYP46A1""),fromLoc(MESHCS:""Intracellular Space""),toLoc(MESHCS:""Cell Membrane""))"
9559	Translocation	"tloc(a(CONSO:""Tau fibrils""),fromLoc(MESH:""Extracellular Space""),toLoc(MESH:""Intracellular Space""))"
9560	Translocation	"tloc(a(CHEBI:""gamma-aminobutyric acid""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular region""))"
9561	Translocation	"tloc(p(HGNC:""TFEB""),fromLoc(GO:""cytosol""),toLoc(GO:""nucleus""))"
9563	Translocation	"tloc(p(MGI:""Mapt""),fromLoc(GO:""axon""),toLoc(GO:""somatodendritic compartment""))"
9564	Translocation	"tloc(a(CHEBI:""potassium(1+)""),fromLoc(MESH:""Intracellular Space""),toLoc(MESH:""Extracellular Space""))"
9565	Translocation	"tloc(p(HGNC:""MAPT""),fromLoc(GO:""neuron part""),toLoc(GO:""neuron part""))"
9566	Translocation	"tloc(a(CHEBI:""calcium(2+)""),fromLoc(MESH:""Extracellular Space""),toLoc(MESH:""Cytoplasm""))"
9567	Translocation	"tloc(a(MESH:""Proteins""),fromLoc(GO:""cytoplasm""),toLoc(GO:""multivesicular body""))"
9568	Translocation	"tloc(a(CHEBI:""cystine""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))"
9569	Translocation	"tloc(complex(p(HGNC:""APP"",frag(""672_713"")),p(HGNC:""LRP1"")),fromLoc(MESHCS:""Cell Membrane""),toLoc(MESHCS:""Endosomes""))"
9570	Translocation	"tloc(p(HGNC:""ATM""),fromLoc(MESHA:""Cell Nucleus""),toLoc(MESHA:""Cytoplasm""))"
9571	Translocation	"tloc(a(CONSO:""amyloid-beta derived diffusible ligands""),fromLoc(MESH:""Cerebrospinal Fluid""),toLoc(MESH:""Cardiovascular System""))"
9572	Translocation	"tloc(p(HGNC:""TFEB""),fromLoc(MESH:""Cytoplasm""),toLoc(MESH:""Cell Nucleus""))"
9573	Translocation	"tloc(a(CHEBI:""macromolecule""),fromLoc(GO:""extracellular space""),toLoc(MESH:""Intracellular Space""))"
9574	Translocation	"tloc(a(CHEBI:""HPV-16""),fromLoc(GOCC:""external side of plasma membrane""),toLoc(GOCC:""cytoplasm""))"
9575	Translocation	"tloc(p(HGNC:""APP""),fromLoc(MESHCS:""Cell Surface Extensions""),toLoc(MESHCS:""Cell Membrane Structures""))"
9576	Translocation	"tloc(a(CHEBI:""amyloid-beta""),fromLoc(MESH:""Brain""),toLoc(GO:""extracellular region""))"
9577	Translocation	"tloc(p(MGI:""Mapt""),fromLoc(MESH:""Extracellular Space""),toLoc(MESH:""Neurons""))"
9578	Translocation	"tloc(a(CHEBI:""potassium(1+)""),fromLoc(MESH:""Extracellular Space""),toLoc(MESH:""Intracellular Space""))"
9579	Translocation	"tloc(a(CHEBI:""2 L-glutamate""),fromLoc(MESH:""Astrocytes""),toLoc(MESH:""Synapses""))"
9580	Translocation	"tloc(p(HGNC:""APP""),fromLoc(GO:""cell surface""),toLoc(GO:""endocytic vesicle""))"
9581	Translocation	"tloc(a(CHEBI:""amyloid-beta""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))"
9582	Translocation	"tloc(p(MESH:""Proteins"",pmod(ubiquitination)),fromLoc(GO:""cytoplasm""),toLoc(GO:""lysosome""))"
9583	Translocation	"tloc(complex(p(FPLX:""NFkappaB""),p(FPLX:""NFkappaB"")),fromLoc(MESH:""Cytosol""),toLoc(MESH:""Cell Nucleus""))"
9584	Translocation	"tloc(a(CHEBI:""dopamine""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular region""))"
9585	Translocation	"tloc(complex(GO:""gamma-secretase complex""),fromLoc(GO:""extracellular space""),toLoc(GO:""intracellular""))"
9586	Translocation	"tloc(p(HGNC:""SNCA""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular space""))"
9587	Translocation	"tloc(p(HGNC:""SLC2A4""),fromLoc(MESHCS:""Intracellular Space""),toLoc(MESHCS:""Cell Membrane""))"
9588	Translocation	"tloc(p(HGNC:""TARDBP"",pmod(Ph)),fromLoc(GO:""nucleus""),toLoc(GO:""cytoplasm""))"
9589	Translocation	"tloc(a(MESH:""Sodium""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))"
9590	Translocation	"tloc(a(MESH:""Cathepsins""),fromLoc(GO:""trans-Golgi network""),toLoc(GO:""multivesicular body""))"
9591	Translocation	"tloc(p(MGI:""Pcm1""),fromLoc(GO:""Golgi apparatus""),toLoc(GO:""plasma membrane""))"
9592	Translocation	"tloc(p(HGNC:""APP"",frag(""672_713"")),fromLoc(HP:""brain""),toLoc(HP:""blood""))"
9593	Translocation	"tloc(complex(SCOMP:""MHC Class II Complex""),fromLoc(MESHA:""Cytoplasm""),toLoc(MESHA:""Cell Membrane""))"
9594	Translocation	"tloc(a(CONSO:""amyloid-beta derived diffusible ligands""),fromLoc(MESH:""Cerebrospinal Fluid""),toLoc(MESH:""Lymphatic System""))"
9595	Translocation	"tloc(a(CHEBI:""calcium(2+)""),fromLoc(MESH:""Lysosomes""),toLoc(MESH:""Cytoplasm""))"
9596	Translocation	"tloc(p(HGNC:""SNCA"",var(""?"")),fromLoc(GO:""cytoplasm""),toLoc(GO:""lysosomal lumen""))"
9597	Translocation	"tloc(a(CHEBI:""gadolinium atom""),fromLoc(GO:""extracellular space""),toLoc(MESH:""Cerebrospinal Fluid""))"
9598	Translocation	"tloc(a(PUBCHEM:""9832404""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Brain""))"
9599	Translocation	"tloc(p(HGNC:""SORL1""),fromLoc(MESHCS:""Endosomes""),toLoc(MESHCS:""trans-Golgi Network""))"
9600	Translocation	"tloc(p(MGI:""Mapt"",var(""p.Pro301Leu"")),fromLoc(MESH:""Extracellular Space""),toLoc(GO:""lysosome""))"
9601	Translocation	"tloc(p(HGNC:""HIF1A""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))"
9602	Translocation	"tloc(p(HGNC:""ATF6""),fromLoc(GO:""endoplasmic reticulum membrane""),toLoc(GO:""Golgi apparatus""))"
9603	Translocation	"tloc(p(MESH:""Mitochondria""),fromLoc(GO:""cell body""),toLoc(GO:""axon""))"
9604	Translocation	"tloc(p(MESH:""Receptors, N-Methyl-D-Aspartate""),fromLoc(GO:""cell surface""),toLoc(GO:""cytosol""))"
9605	Translocation	"tloc(a(CHEBI:""copper(1+)""),fromLoc(HP:""brain""),toLoc(HP:""cerebrospinal fluid""))"
9606	Translocation	"tloc(a(MESH:""Lysosomes""),fromLoc(GO:""extracellular space""),toLoc(GO:""cell""))"
9607	Translocation	"tloc(p(HGNC:""MAPT""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))"
9608	Translocation	"tloc(a(CHEBI:""serotonin""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular region""))"
9609	Translocation	"tloc(a(CHEBI:""amyloid-beta""),fromLoc(MESH:""Endothelial Cells""),toLoc(MESH:""Blood""))"
9610	Translocation	"tloc(p(HGNC:""ATF6""),fromLoc(GO:""endoplasmic reticulum""),toLoc(GO:""Golgi apparatus""))"
9611	Translocation	"tloc(p(HGNC:""SLC2A8""),fromLoc(MESHCS:""Intracellular Space""),toLoc(MESHCS:""Cell Membrane""))"
9612	Translocation	"tloc(a(CHEBI:""cholesterol""),fromLoc(MESHCS:""Cell Membrane""),toLoc(MESHCS:""Extracellular Space""))"
9613	Translocation	"tloc(p(HGNC:""MAPT""),fromLoc(GO:""cell""),toLoc(GO:""cell""))"
9614	Translocation	"tloc(a(CHEBI:""calcium cation""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))"
9615	Translocation	"tloc(a(MESH:""Proteins""),fromLoc(GO:""cytosol""),toLoc(GO:""lysosomal lumen""))"
9616	Translocation	"tloc(a(CHEBI:""D-glutamate residue""),fromLoc(GO:""cytoplasm""),toLoc(GO:""extracellular space""))"
9617	Translocation	"tloc(a(CHEBI:""quinine""),fromLoc(GO:""extracellular space""),toLoc(GO:""intracellular""))"
9618	Translocation	"tloc(a(CHEBI:""calcium ion""),fromLoc(GOCC:""extracellular space""),toLoc(GOCC:""cytoplasm""))"
9619	Translocation	"tloc(a(CHEBI:""amyloid-beta""),fromLoc(MESH:""Brain""),toLoc(MESH:""Blood""))"
9620	Translocation	"tloc(a(GO:""cytoplasm""),fromLoc(GO:""intracellular""),toLoc(GO:""lysosome""))"
9621	Translocation	"tloc(p(HGNC:""RELA""),fromLoc(MESHCS:""Cytosol""),toLoc(MESHCS:""Cell Nucleus""))"
9622	Translocation	"tloc(a(PUBCHEM:""9832404""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Cell Body""))"
9623	Translocation	"tloc(p(HGNC:""APP""),fromLoc(MESHCS:""Endosomes""),toLoc(MESHCS:""trans-Golgi Network""))"
9624	Translocation	"tloc(a(CHEBI:""water""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Cerebrospinal Fluid""))"
9625	Translocation	"tloc(p(HGNC:""MAPT"",var(""p.Pro301Ser"")),fromLoc(GO:""extracellular region""),toLoc(MESH:""Neurons""))"
9626	Translocation	"tloc(p(HGNC:""APP""),fromLoc(GO:""Golgi apparatus""),toLoc(GO:""cell surface""))"
9628	Translocation	"tloc(p(HGNC:""CTNNB1""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))"
9629	Translocation	"tloc(p(HGNC:""APP""),fromLoc(MESHCS:""Cell Membrane""),toLoc(MESHCS:""Endosomes""))"
9630	Translocation	"tloc(a(MESH:""Lysosomes""),fromLoc(GO:""cell""),toLoc(GO:""extracellular space""))"
9631	Translocation	"tloc(a(CONSO:""Tau aggregates""),fromLoc(MESH:""Neurons""),toLoc(MESH:""Neurons""))"
9632	Translocation	"tloc(a(CHEBI:""noradrenaline""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular region""))"
9633	Translocation	"tloc(complex(GO:""SNARE complex""),fromLoc(GO:""extracellular space""),toLoc(GO:""intracellular""))"
9634	Translocation	"tloc(p(HGNC:""MAPT"",pmod(CONSO:""misfolded"")),fromLoc(GO:""cytoplasm""),toLoc(MESH:""Neurons""))"
9635	Translocation	"tloc(p(MGI:""App""),fromLoc(MESHCS:""Cell Surface Extensions""),toLoc(MESHCS:""Endosomes""))"
9636	Translocation	"tloc(p(HGNC:""BACE2""),fromLoc(MESHCS:""Cell Surface Extensions""),toLoc(MESHCS:""Endosomes""))"
9637	Translocation	"tloc(a(CONSO:""Tau aggregates""),fromLoc(GO:""endosome""),toLoc(GO:""lysosome""))"
9638	Translocation	"tloc(a(CHEBI:""potassium(1+)""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular region""))"
9639	Translocation	"tloc(a(PUBCHEM:""132157820""),fromLoc(MESH:""Blood""),toLoc(MESH:""Brain""))"
9640	Translocation	"tloc(a(CHEBI:""calcium(2+)""),fromLoc(GO:""lysosome""),toLoc(GO:""cytoplasm""))"
9641	Translocation	"tloc(p(RGD:""Plcd1""),fromLoc(MESHCS:""Cell Membrane""),toLoc(MESHCS:""Cytoplasm""))"
9642	Translocation	"tloc(a(CHEBI:""amyloid-beta""),fromLoc(MESH:""Cardiovascular System""),toLoc(MESH:""Extracellular Space""))"
9643	Translocation	"tloc(p(MGI:""Snca"",var(""?"")),fromLoc(MESH:""Extracellular Space""),toLoc(GO:""lysosome""))"
9644	Translocation	"tloc(p(HGNC:""WDFY3""),fromLoc(GO:""nucleus""),toLoc(GO:""cytoplasm""))"
9645	Translocation	"tloc(p(HGNC:""ATXN3"",pmod(ubiquitination)),fromLoc(GO:""cytosol""),toLoc(GO:""proteasome complex""))"
9646	Translocation	"tloc(a(PUBCHEM:""9832404""),fromLoc(GO:""extracellular region""),toLoc(GO:""cell periphery""))"
9647	Translocation	"tloc(p(HGNC:""MARCKS""),fromLoc(MESHCS:""Cell Membrane""),toLoc(MESHCS:""Cytoplasm""))"
9648	Translocation	"tloc(a(CHEBI:""amyloid-beta polypeptide 40""),fromLoc(MESH:""Brain""),toLoc(MESH:""Blood""))"
9649	Translocation	"tloc(a(CONSO:""Tau aggregates""),fromLoc(GO:""extracellular region""),toLoc(MESH:""Neurons""))"
9650	Translocation	"tloc(a(CHEBI:""calcium(2+)""),fromLoc(GO:""extracellular space""),toLoc(GO:""intracellular part""))"
9651	Translocation	"tloc(p(FPLX:""NFkappaB""),fromLoc(MESH:""Cytosol""),toLoc(MESH:""Cell Nucleus""))"
9652	Translocation	"tloc(p(HGNC:""MAPK3""),fromLoc(GO:""cytoplasm""),toLoc(GO:""nucleus""))"
9653	Translocation	"tloc(p(HGNC:""CTSA""),fromLoc(MESHCS:""Lysosomes""),toLoc(MESHCS:""Cytosol""))"
9654	Translocation	"tloc(p(HGNCGENEFAMILY:""MTOR complex 1""),fromLoc(GO:""cytoplasm""),toLoc(GO:""lysosomal membrane""))"
9655	Translocation	"tloc(a(MESH:""Proteins""),fromLoc(MESH:""Brain""),toLoc(MESH:""Blood""))"
9656	Translocation	"tloc(a(CHEBI:""acetylcholine""),fromLoc(GO:""intracellular""),toLoc(GO:""extracellular region""))"
9657	Translocation	"tloc(p(HGNC:""TREM2""),fromLoc(GO:""extracellular region""),toLoc(GO:""intracellular""))"
9658	Translocation	"tloc(p(HGNC:""CTSB""),fromLoc(MESHCS:""Lysosomes""),toLoc(MESHCS:""Cytosol""))"
9659	Translocation	"tloc(a(CONSO:""Tau aggregates""),fromLoc(GO:""extracellular region""),toLoc(GO:""cell body""))"
9660	CellSurfaceExpression	"surf(p(FPLX:""CHRN""))"
9661	CellSurfaceExpression	"surf(p(CONSO:""alpha-7 beta-2 nAChR""))"
9662	CellSurfaceExpression	"surf(a(MESH:""alpha7 Nicotinic Acetylcholine Receptor""))"
9663	CellSurfaceExpression	"surf(p(CONSO:""CONSO00174""))"
9664	CellSurfaceExpression	"surf(a(MESH:""nicotinic receptor alpha3beta2""))"
9665	CellSurfaceExpression	"surf(a(MESH:""nicotinic receptor alpha3beta4""))"
9666	CellSurfaceExpression	"surf(p(HGNC:""HTR3A""))"
9667	CellSurfaceExpression	"surf(p(HGNC:""CHRNA7""))"
9668	CellSurfaceExpression	"surf(p(CONSO:""6-O-sulfated heparin""))"
9669	CellSurfaceExpression	"surf(p(HGNC:""APP""))"
9670	CellSurfaceExpression	"surf(p(HGNC:""GRIK2""))"
9671	Composite	"composite(a(CHEBI:""ionomycin""),a(CHEBI:""phorbol 13-acetate 12-myristate""))"
9672	Composite	"composite(p(HGNC:""GRIN1""),p(HGNC:""GRIN2A""),p(HGNC:""GRIN2B""),p(HGNC:""GRIN2C""),p(HGNC:""GRIN2D""))"
9673	Composite	"composite(p(MGI:""Traf1""),p(MGI:""Traf2""))"
9674	Composite	"composite(p(HGNC:""CDS1""),p(HGNC:""CDS2""))"
9675	Composite	"composite(p(HGNC:""TRAF6""),p(HGNC:""UBE2N""))"
9676	Composite	"composite(p(MGI:""Dusp3""),p(MGI:""Ptpn5""),p(MGI:""Ptpn7""),p(MGI:""Ptprr""))"
9677	Composite	"composite(a(CHEMBLA:""CHEMBL659""),p(MGI:""App"",frag(""696_706"")))"
9678	Composite	"composite(p(MGI:""Shmt1""),p(MGI:""Shmt2""))"
9679	Composite	"composite(p(MGI:""Acsl1""),p(MGI:""Acsl3""),p(MGI:""Acsl4""),p(MGI:""Acsl5""),p(MGI:""Acsl6""))"
9680	Composite	"composite(p(HGNC:""CRK""),p(HGNC:""PIK3R2""),p(HGNC:""SIT1""))"
9681	Composite	"composite(p(RGD:""Nt5c""),p(RGD:""Nt5c1a""),p(RGD:""Nt5c1b""),p(RGD:""Nt5c2""),p(RGD:""Nt5c3a""),p(RGD:""Nt5c3b""),p(RGD:""Nt5e""),p(RGD:""Nt5m""))"
9682	Composite	"composite(p(FLYBASE:""CCHa1-R""),p(FLYBASE:""CCHa2-R""))"
9683	Composite	"composite(p(HGNC:""APP""),p(HGNC:""NCAM2""))"
9684	Composite	"composite(p(HGNC:""CCNA1""),p(HGNC:""CCNA2""))"
9685	Composite	"composite(p(MGI:""Id1""),p(MGI:""Id2""),p(MGI:""Id3""),p(MGI:""Id4""))"
9686	Composite	"composite(a(PUBCHEM:""3108148""),p(CONSO:""3R tau""))"
9687	Composite	"composite(p(MGI:""Zfp110""),p(MGI:""Zfp369""))"
9688	Composite	"composite(p(HGNC:""EFNB1""),p(HGNC:""EFNB2""),p(HGNC:""EFNB3""))"
9689	Composite	"composite(p(HGNC:""G3BP1""),p(HGNC:""HDAC6""))"
9690	Composite	"composite(p(RGD:""Rbck1""),p(RGD:""Rnf31""),p(RGD:""Sharpin""))"
9691	Composite	"composite(p(FLYBASE:""orb""),p(FLYBASE:""orb2""))"
9692	Composite	"composite(p(MGI:""Prkd1""),p(MGI:""Prkd2""),p(MGI:""Prkd3""))"
9693	Composite	"composite(a(CHEBI:""hexadecanoate""),p(HGNC:""NLRC4""))"
9694	Composite	"composite(p(MGI:""Ash1l""),p(MGI:""Dot1l""),p(MGI:""Ehmt1""),p(MGI:""Ehmt2""),p(MGI:""Ezh1""),p(MGI:""Ezh2""),p(MGI:""Gm45935""),p(MGI:""Kmt2a""),p(MGI:""Kmt2b""),p(MGI:""Kmt2c""),p(MGI:""Kmt2d""),p(MGI:""Kmt2e""),p(MGI:""Kmt5a""),p(MGI:""Kmt5b""),p(MGI:""Kmt5c""),p(MGI:""Nsd1""),p(MGI:""Nsd2""),p(MGI:""Nsd3""),p(MGI:""Prdm2""),p(MGI:""Prdm6""),p(MGI:""Prdm9""),p(MGI:""Setd1a""),p(MGI:""Setd1b""),p(MGI:""Setd2""),p(MGI:""Setd3""),p(MGI:""Setd7""),p(MGI:""Setdb1""),p(MGI:""Setdb2""),p(MGI:""Setmar""),p(MGI:""Suv39h1""),p(MGI:""Suv39h2""))"
9695	Composite	"composite(p(MGI:""Gli1""),p(MGI:""Gli2""),p(MGI:""Gli3""))"
9696	Composite	"composite(a(CHEBI:""ATP""),a(CHEBI:""magnesium(2+)""))"
9697	Composite	"composite(p(HGNC:""FCGR1A""),p(HGNC:""FCGR2A""),p(HGNC:""FCGR2B""),p(HGNC:""FCGR2C""),p(HGNC:""FCGR3A""),p(HGNC:""FCGR3B""))"
9698	Composite	"composite(p(MGI:""Acaa1a""),p(MGI:""Acaa1b""),p(MGI:""Acaa2""),p(MGI:""Hadhb""))"
9699	Composite	"composite(p(CONSO:""gamma-secretase""),p(HGNC:""APP""),p(HGNC:""BACE1""))"
9700	Composite	"composite(p(HGNC:""DHRS11""),p(HGNC:""HSD17B1""),p(HGNC:""HSD17B12""),p(HGNC:""HSD17B2""),p(HGNC:""HSD17B6""),p(HGNC:""HSD17B7""),p(HGNC:""HSD17B8""))"
9701	Composite	"composite(p(MGI:""Alg13""),p(MGI:""Glt28d2""))"
9702	Composite	"composite(p(MGI:""Jak1""),p(MGI:""Jak2""))"
9703	Composite	"composite(a(MESH:""Bungarotoxins""),p(HGNC:""TMEM35A""))"
9704	Composite	"composite(p(HGNC:""MYL10""),p(HGNC:""MYL12A""),p(HGNC:""MYL12B""),p(HGNC:""MYL2""),p(HGNC:""MYL5""),p(HGNC:""MYL7""),p(HGNC:""MYL9""),p(HGNC:""MYLPF""))"
9705	Composite	"composite(p(MGI:""Rraga""),p(MGI:""Rragb""))"
9706	Composite	"composite(p(RGD:""Cdk4""),p(RGD:""Cdk6""))"
9707	Composite	"composite(a(DRUGBANK:""Galantamine""),a(PUBCHEM:""305""))"
9708	Composite	"composite(p(RGD:""Pgam1""),p(RGD:""Pgam2""))"
9709	Composite	"composite(p(HGNC:""FCGR1A""),p(HGNC:""FCGR2A""),p(HGNC:""FCGR2C""),p(HGNC:""FCGR3A""),p(HGNC:""FCGR3B""))"
9710	Composite	"composite(p(MGI:""Acer1""),p(MGI:""Acer2""),p(MGI:""Asah1""),p(MGI:""Asah2""))"
9711	Composite	"composite(p(RGD:""Mir124-1""),p(RGD:""Mir124-2""),p(RGD:""Mir124-3""))"
9712	Composite	"composite(a(CHEBI:""torin 1""),p(MGI:""Tfeb""))"
9713	Composite	"composite(p(RGD:""Acot1""),p(RGD:""Acot2""),p(RGD:""Acot3""),p(RGD:""Acot4""),p(RGD:""Acot5""),p(RGD:""Baat""))"
9714	Composite	"composite(p(HGNC:""CALCR""),p(HGNC:""CALCRL""))"
9715	Composite	"composite(p(MGI:""Cdc25b""),p(MGI:""Cdc25c""))"
9716	Composite	"composite(p(RGD:""Idi1""),p(RGD:""Idi2""),p(RGD:""RGD1564999""))"
9717	Composite	"composite(p(HGNC:""SIRT1""),p(HGNC:""TFEB""))"
9718	Composite	"composite(p(HGNC:""ADRA1A""),p(HGNC:""ADRA1B""),p(HGNC:""ADRA1D""),p(HGNC:""ADRA2A""),p(HGNC:""ADRA2B""),p(HGNC:""ADRA2C""),p(HGNC:""ADRB1""),p(HGNC:""ADRB2""),p(HGNC:""ADRB3""))"
9719	Composite	"composite(p(MGI:""Ncam1""),p(MGI:""Ncam2""))"
9720	Composite	"composite(p(MGI:""Comt""),p(MGI:""Tomt""))"
9721	Composite	"composite(p(HGNC:""CD80""),p(HGNC:""CD86""))"
9722	Composite	"composite(p(MGI:""Pip5k1a""),p(MGI:""Pip5k1b""),p(MGI:""Pip5k1c""),p(MGI:""Pip5kl1""))"
9723	Composite	"composite(p(FLYBASE:""CG11828""),p(FLYBASE:""CG15539""),p(FLYBASE:""CG15864""),p(FLYBASE:""CG18231""),p(FLYBASE:""CG18749""),p(FLYBASE:""CG31013""),p(FLYBASE:""CG31016""),p(FLYBASE:""CG31021""),p(FLYBASE:""CG31524""),p(FLYBASE:""CG32199""),p(FLYBASE:""CG32201""),p(FLYBASE:""CG34345""),p(FLYBASE:""CG4174""),p(FLYBASE:""CG9698""),p(FLYBASE:""PH4alphaEFB""),p(FLYBASE:""PH4alphaMP""),p(FLYBASE:""PH4alphaNE1""),p(FLYBASE:""PH4alphaNE2""),p(FLYBASE:""PH4alphaNE3""),p(FLYBASE:""PH4alphaPV""),p(FLYBASE:""PH4alphaSG1""),p(FLYBASE:""PH4alphaSG2""))"
9724	Composite	"composite(p(RGD:""Lclat1""),p(RGD:""Lpcat1""),p(RGD:""Lpcat2""),p(RGD:""Lpcat2b""),p(RGD:""Lpcat4""),p(RGD:""Lpgat1""))"
9725	Composite	"composite(p(RGD:""Tgfb1""),p(RGD:""Tgfb2""),p(RGD:""Tgfb3""))"
9726	Composite	"composite(p(HGNC:""FOS""),p(HGNC:""JUN""),p(HGNC:""SP1""))"
9727	Composite	"composite(p(RGD:""Jak1""),p(RGD:""Jak2""))"
9728	Composite	"composite(p(HGNC:""AHCY""),p(HGNC:""AHCYL1""),p(HGNC:""AHCYL2""))"
9729	Composite	"composite(p(MGI:""Akr1b10""),p(MGI:""Akr1b3""),p(MGI:""Akr1b7""),p(MGI:""Akr1b8""))"
9730	Composite	"composite(p(HGNC:""SCN1B""),p(HGNC:""SCN4B""),p(HGNC:""SCN5A""),p(HGNC:""SCN7A""))"
9731	Composite	"composite(p(MGI:""Rbck1""),p(MGI:""Rnf31""),p(MGI:""Sharpin""))"
9732	Composite	"composite(p(HGNC:""UCK1""),p(HGNC:""UCK2""),p(HGNC:""UCKL1""))"
9733	Composite	"composite(p(MGI:""Fbp1""),p(MGI:""Fbp2""))"
9734	Composite	"composite(p(FLYBASE:""Trxr-1""),p(FLYBASE:""Trxr-2""))"
9735	Composite	"composite(p(HGNC:""GNAI1""),p(HGNC:""GNAI2""),p(HGNC:""GNAI3""),p(HGNC:""GNAO1""),p(HGNC:""GNB1""),p(HGNC:""GNB2""),p(HGNC:""GNB3""),p(HGNC:""GNB4""),p(HGNC:""GNB5""),p(HGNC:""GNG10""),p(HGNC:""GNG11""),p(HGNC:""GNG12""),p(HGNC:""GNG13""),p(HGNC:""GNG2""),p(HGNC:""GNG3""),p(HGNC:""GNG4""),p(HGNC:""GNG5""),p(HGNC:""GNG7""),p(HGNC:""GNG8""),p(HGNC:""GNGT1""),p(HGNC:""GNGT2""))"
9736	Composite	"composite(p(RGD:""Axin1""),p(RGD:""Axin2""))"
9737	Composite	"composite(p(MGI:""Atxn1""),p(MGI:""Atxn1l""))"
