entity,entity_type,entity_name,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63
11784,Drug,Ketamine,-0.20747755,0.18645932,-0.006115332,0.10624991,-0.15864101,-0.18635936,0.083532535,-0.067091964,0.15478298,-0.11858213,-0.104136646,0.06513952,0.039725617,0.12407892,-0.01005617,0.04166402,-0.07225334,0.13384375,-0.077984825,-0.08133215,0.04331063,-0.08414335,0.12600435,-0.028066294,-0.10177327,-0.051663145,0.10362488,0.026147252,0.020477466,-0.16086917,-0.02247543,0.10668336,-0.06693151,0.20319149,-0.044048518,0.0023105203,0.16000405,-0.066945545,0.12619424,-0.042733703,0.10607642,0.029017843,-0.3175711,0.05631413,-0.15409742,-0.031071551,0.08417132,-0.08006105,-0.346482,-0.028666783,0.21932273,0.12808366,0.047750324,-0.111928314,-0.14707841,0.08586267,0.12538016,0.13555628,-0.21549155,-0.10000067,0.1138249,0.030980054,0.15981017,-0.07884294
11785,Drug,Selisistat,-0.050247245,0.015068821,-0.14021945,0.24169329,0.102339715,-0.01186863,0.09868898,-0.11371719,0.05810631,0.0687924,-0.051614515,0.022181422,-0.13841297,0.13810977,-0.05807354,-0.0141607635,0.0984346,-0.14631166,0.15469551,0.13182482,-0.055516154,0.11107558,-0.0017880229,0.0034339621,-0.031025086,0.05344353,-0.24001555,0.050195478,-0.07455744,-0.22115688,-0.0323127,0.073527515,0.0041656354,0.1551655,-0.01323233,-0.04074405,-0.0176893,0.03259718,0.083407685,-0.09562559,0.06425663,0.05151295,-0.06869708,0.15937825,-0.060450576,-0.1727814,0.053453185,-0.038819462,0.2412202,-0.06681079,-0.076411635,-0.0007341505,0.01653481,0.07066244,-0.16358541,0.06940936,-0.104209386,-0.006006905,0.18815039,-0.12294424,-0.01534652,-0.11002293,0.21278305,-0.060897917
11786,Drug,Oxybutynin,-0.08268659,0.11763628,-0.14180969,0.065690964,0.07839036,-0.058715705,-0.17954779,0.032064565,0.20533451,-0.038951743,-0.051421735,-0.057869323,-0.044053763,0.25832218,0.117103845,-0.12798434,-0.016382877,0.16420406,-0.144722,0.07294,-0.059364986,-0.050786413,-0.12251248,-0.001866061,-0.0764917,-0.07518556,-0.13409966,-0.08271886,-0.012033563,0.045445707,0.15048665,0.06286313,0.06106085,0.12561075,-0.074930005,0.034170773,0.00030430825,-0.025286846,-0.09494055,-0.060538277,-0.13057491,-0.16079244,0.006976983,-0.12862757,-0.0991565,-0.024556719,0.011109761,0.05077997,0.03244971,0.06709442,-0.034657862,0.01169262,0.10681773,-0.2520191,0.024196194,-0.061600536,-0.037157454,-0.034093827,0.12436987,-0.22879545,-0.11151278,-0.006616785,0.16044714,-0.27321956
11787,Drug,Rucaparib,0.14696541,-0.07267473,0.10911348,0.030129269,-0.14045714,-0.06488171,0.015867107,-0.026430782,0.091761656,-0.138206,-0.027493495,0.13123679,0.14289017,0.16739275,-0.17463264,0.001940723,-0.16370447,0.11853865,0.020588536,-0.05400803,-0.21247718,-0.090596475,0.032317743,0.112290554,0.1221783,-0.11216412,-0.07936855,0.2941016,-0.047463592,0.18692628,-0.05207729,-0.08855032,-0.016346458,-0.018441277,0.13885236,0.07821353,-0.17736177,0.063394584,-0.15833677,0.039153643,-0.13424735,-0.13235837,0.07712433,-0.09545589,-0.15745695,-0.017665733,-0.10062145,-0.042410713,0.08742663,-0.057555497,-0.07446437,0.19505423,-0.0012036897,0.02253326,0.09440117,-0.0022512716,0.07121343,-0.020782331,-0.057040103,0.12477747,-0.18113203,0.059861585,-0.13335323,-0.147466
11788,Drug,Progabide,0.10895925,-0.20362331,-0.09346743,0.06353647,-0.0139630865,-0.011583212,0.00051088264,-0.1823316,-0.1443217,-0.004189655,-0.040540263,0.07138049,0.110268846,-0.07632085,-0.15605435,0.057361864,0.25895542,0.10615134,-0.062707335,-0.10339226,-0.15492778,0.14945176,0.23714505,0.12971258,-0.1581282,-0.17580777,0.09498064,0.15635782,0.08215037,-0.08775025,-0.15283975,-0.10867184,0.11969328,0.018736633,-0.13571295,-0.0063623525,-0.12557422,0.004547639,0.19233967,-0.07346058,-0.21100062,0.08592066,0.18349834,-0.15942962,-0.15624022,-0.20529729,0.01535661,0.10001204,0.042492528,-0.1936344,-0.1174721,0.1283003,0.06298829,-0.09516948,-0.024457263,-0.0988584,0.0138610415,0.21378444,0.14181754,-0.118986994,-0.080874465,0.032206062,0.08590779,0.0925697
11789,Drug,Clocortolone,-0.1272998,0.081591845,0.20077734,-0.096235864,0.041623574,-0.02276204,-0.031677175,0.12881899,-0.0252129,-0.020720445,0.09165232,-0.046185024,-0.013346086,-0.0152597055,-0.05854459,-0.055028223,-0.16577742,0.05525508,0.17744008,-0.07448855,0.3934409,0.17123549,-0.048081487,0.14336741,-0.16992345,-0.18088397,0.08187984,0.09668002,0.095045365,-0.1503333,-0.18914016,0.0780689,0.05910988,0.07270244,-0.18542968,-0.1456295,0.053020645,0.1644267,0.08866259,0.16983695,-0.037074365,-0.03145853,-0.011943392,0.06220162,0.14917487,0.11925618,-0.036010545,0.06364431,-0.009912737,0.009473611,-0.009285806,-0.25462416,0.030208945,-0.1665071,-0.013269377,0.014602401,0.07119175,-0.016796831,0.12817357,-0.14427775,-0.10893727,0.07223316,-0.0072569847,-0.009141758
11790,Drug,Thonzonium,-0.027018733,0.02170608,0.024607277,0.095258914,0.14975311,0.24696516,0.03158411,-0.049926437,0.17239584,0.06814751,0.1019338,-0.073614486,0.020903818,-0.108125575,0.103098765,-0.18025994,-0.19433048,-0.16390955,0.15992756,-0.14240763,-0.071343295,-0.08753861,-0.081809215,0.103998534,0.11635603,0.07452032,-0.18048422,-0.03604998,-0.15640615,-0.10306698,0.06749471,0.0107662445,-0.025652887,-0.012034893,-0.22776943,0.16770996,-0.15189756,0.14717565,0.13246422,-0.09028197,-0.09089099,0.18304935,0.0784286,0.12884322,-0.048425313,-0.020910528,-0.102910094,0.04259439,0.16693547,-0.057959434,-0.043410495,-0.09106478,0.11520277,-0.29915622,-0.14956306,-0.19605494,-0.032064196,-0.15342733,0.055922825,-0.113279976,0.0029835028,0.2209643,0.1906765,0.04088086
11791,Drug,Diethylcarbamazine,-0.11584674,-0.009057598,0.013120085,-0.027036903,0.080027275,-0.14971334,-0.02728262,0.11250174,-0.16776875,-0.01847661,-0.035676543,-0.020256303,0.10094621,-0.02850118,0.20455326,-0.11513588,-0.09722358,0.08037613,0.0938008,0.1666882,-0.10910091,0.079332344,0.058065828,-0.10346099,0.11386534,-0.13819799,-0.11168403,0.09073634,-0.16183372,0.024017371,-0.10490072,0.0067836116,0.15768985,-0.04051309,0.057910148,-0.113018125,0.06940389,0.07316397,0.14308539,0.06707528,-0.12823999,0.14555076,-0.11158547,0.124228075,-0.026820293,-0.087736875,0.11749008,-0.039273854,0.14233865,0.16965473,-0.17192937,0.084601946,-0.15518539,0.13479394,0.18643907,-0.27207565,0.1409188,-0.22868305,0.06956819,0.16637173,-0.1333189,0.172827,-0.101566985,0.03834983
11792,Drug,Droxidopa,-0.104197755,-0.08044756,0.10323692,-0.019790048,-0.05075374,-0.17355835,-0.013297439,0.16065723,-0.06597574,0.083540514,-0.098213404,-0.26217952,0.12931126,0.18915614,-0.101575136,-0.11328707,-0.009992077,0.06967892,0.15566392,-0.0117685525,0.00053480733,-0.13390042,-0.038110558,0.06582893,-0.076340586,0.12296101,0.21142256,-0.18251051,0.07870502,0.11639424,-0.21126123,0.10960551,0.08038132,-0.0060646716,-0.13220823,-0.06068024,0.059378926,-0.21060005,0.073800154,0.09769629,-0.2085634,0.13033219,0.11026495,-0.11487305,0.06133791,0.07576701,-0.09746543,0.06102289,-0.017159525,-0.05394123,0.035738084,-0.026243672,0.16443838,-0.12743972,-0.14520685,0.22385806,0.0007652347,0.10564001,-0.022736132,-0.1642239,0.09677439,0.15148379,0.004569404,0.038532842
11793,Drug,Aclidinium,-0.10469816,0.046318147,-0.15112284,0.06353822,0.20638213,-0.16671067,0.007112269,0.0269242,0.2788688,0.030273743,-0.06412869,-0.04491423,-0.016325582,0.0071274694,0.06352447,-0.15743692,-0.17142446,0.15848301,-0.20950282,-0.036595304,0.047400374,-0.21739464,-0.038733408,0.023762885,-0.12706944,-0.114469156,0.021498024,-0.059871584,0.017605986,0.05094562,0.055122968,-0.05528412,0.086912155,0.13084716,-0.15089662,-0.069703646,0.057772852,-0.24144748,-0.05740699,-0.14629777,-0.05457958,-0.11022714,0.07802246,-0.069736265,-0.036950834,-0.053953923,0.19315305,0.01918776,-0.28520638,0.2271779,-0.10893567,0.048220284,0.18571776,-0.21949168,0.029460872,-0.1272422,0.09212431,-0.012477439,-0.044409756,-0.16976191,-0.21653128,-0.02280433,0.08626707,-0.18297234
11794,Drug,Olaratumab,-0.047478642,-0.0961968,-0.098809354,0.08610554,-0.1437725,-0.08013375,0.041298207,-0.18635677,0.112438895,-0.15891181,-0.06329531,0.14945197,0.056666024,0.15119073,0.0153238885,0.110393554,-0.1346947,0.07402192,0.045180358,0.08597036,-0.01877664,-0.059132323,0.08647452,-0.072288096,0.04655961,-0.060471997,-0.09710006,-0.007412033,-0.0891782,-0.057589028,-0.045432486,-0.11594854,0.071000285,0.0073459996,-0.0732174,0.17103228,-0.09460533,0.11727001,0.14532055,-0.0557938,0.11426769,-0.0600223,0.031571515,0.13728385,-0.14839478,0.10887527,0.016765945,-0.06477348,0.21961978,-0.15960832,-0.04869612,0.10285925,0.06465418,0.15650657,0.011811415,-0.097629994,0.12363881,0.02103019,0.10856493,0.20916852,-0.043741997,0.097904235,0.0013007037,-0.039854154
11795,Drug,Quinidine barbiturate,-0.08822089,-0.10659545,-0.097428076,0.1263334,0.10320827,-0.079754725,-0.04753752,0.060236506,0.0591484,0.09018494,-0.11876713,0.06093067,0.0176408,0.11561625,0.10278391,-0.05705594,-0.14142163,0.08977737,0.1255574,0.13532184,-0.13792561,-0.037364166,0.053460114,0.113798864,0.032961007,0.15736076,-0.17705421,0.008486503,0.114030726,0.17672133,-0.05134534,0.051033653,-0.1314676,0.1635398,0.054264154,0.13346028,0.08909351,-0.16763191,0.073400706,-0.06454342,0.12449427,0.10211208,-0.05945165,0.103416674,-0.002284415,-0.02233567,0.12290451,0.029069848,-0.1434613,-0.1830251,-0.057680197,-0.047424745,0.13329004,-0.10718786,-0.0780034,-0.18238614,0.114395864,0.12184677,0.017617898,-0.018629903,-0.10032695,0.038162034,0.13672067,0.1327889
11796,Drug,Purvalanol,0.048175365,-0.11825815,0.10133943,0.023294333,0.112477586,0.03951151,-0.047453262,-0.004766196,0.13436052,0.09230753,0.15776266,-0.05324471,0.059063192,-0.0044068103,0.1091629,-0.16787368,-0.15125255,0.02214636,-0.09882614,0.037576642,-0.1161369,-0.1544087,0.0023038117,-0.03881314,0.01281654,-0.087822534,-0.04834967,-0.059740786,-0.0060479045,0.047277413,-0.18584454,0.0832486,0.033715323,0.17410842,0.07497073,-0.08274284,-0.08920841,-0.029582806,0.12006656,0.16495651,-0.22775462,-0.14893891,-0.05822218,0.14997603,0.037215542,-0.053496975,-0.05378577,-0.19240685,0.058783416,0.05146437,-0.07748574,-0.062873885,-0.08831236,-0.11830704,0.08371755,-0.12969261,0.015591992,-0.08048946,0.10617626,-0.02445859,0.08362694,-0.037579466,-0.015198202,0.21599552
11797,Drug,Anagrelide,0.22776668,-0.045972932,-0.086423516,0.10591834,-0.30200854,-0.11559405,0.13466674,0.12851176,0.09390425,-0.04917815,0.14423488,-0.10658732,0.076233044,0.07437578,0.038973916,-0.1413521,-0.06803474,0.11007398,0.07452753,-0.07276583,-0.09527624,-0.16225487,-0.01898688,0.060840886,-0.10325391,0.0035782019,-0.09384769,0.19353443,-0.15837155,0.03615874,-0.044224657,-0.1109396,0.03550228,0.13551044,0.11480159,-0.00065125513,-0.050041758,0.18281846,0.03890324,0.08870549,-0.08007497,-0.10021541,0.16233823,0.06916299,0.08520915,-0.19602828,-0.11348127,0.05479723,0.050414186,-0.038289156,0.08739545,-0.08026109,-0.12817201,0.092401125,0.16507694,0.04483335,-0.120424,0.07906314,-0.39478287,-0.09646799,0.17993237,-0.10873511,0.15834378,-0.18009628
11798,Drug,Drospirenone,0.09921488,-0.12560351,-0.041204978,0.18752122,-0.024145909,-0.045260575,-0.062284917,-0.05050963,-0.12687685,-0.0841286,-0.1494709,-0.09558501,0.039106246,-0.000633053,-0.47247204,-0.15165219,0.017147848,-0.1063224,0.12880848,0.044802647,-0.09670573,-0.0016144319,0.140378,0.14222021,0.04688523,-0.06734095,-0.070767,0.16432051,0.11982367,0.0792331,-0.18273032,-0.17259496,0.1317954,0.09281065,-0.0041957386,-0.10918591,-0.18323776,0.05777483,0.1256254,0.19220836,-0.14132157,-0.066657275,-0.1316509,0.15343948,0.053398266,0.028778203,-0.11475743,0.024170086,0.021181332,0.087390386,-0.024043646,-0.086419724,-0.120990135,-0.062601276,-0.18369718,-0.14384983,0.11371326,0.044755783,0.09540103,0.02257682,-0.1266766,0.10011472,0.1391105,0.11515335
11799,Drug,Hycanthone,0.15144172,-0.09518371,0.0690476,0.082430676,-0.10676221,0.11206292,0.13843282,-0.10091532,0.008892152,-0.13891615,-0.08456289,0.13288689,0.038127482,-0.15469636,-0.09516356,-0.15425129,-0.03788784,0.112059064,-0.06959167,0.12279069,-0.11152681,0.10617656,0.083304405,0.114420086,0.11619813,-0.12262234,-0.123453096,0.04828441,-0.022704748,-0.0074997065,-0.04156957,-0.018101599,0.03961535,-0.07217315,0.03263095,0.162169,0.045321666,-0.12972416,0.13169691,-0.13539918,-0.07913667,0.07878999,-0.06227948,0.07108709,-0.121122874,-0.06456272,-0.024053974,-0.048097447,0.0614949,-0.023210261,-0.19751224,0.17664576,0.10038853,0.101781756,0.070774324,0.03142019,-0.07682429,0.13971823,0.09306147,0.10321317,-0.13836242,-0.093823366,0.091001116,-0.1290177
11800,Drug,Paclitaxel,-0.17040984,0.096994095,-0.03562143,0.099171944,0.22430743,-0.04998847,-0.048384603,0.122885406,-0.09558366,-0.12652016,-0.11689605,0.09431899,0.13044955,0.16444826,-0.08611924,-0.16721292,0.006202927,-0.053650495,0.22833328,0.15113951,-0.116842404,-0.003409293,0.045769535,0.10716718,0.10153562,0.06957324,0.0348609,-0.12711293,0.18504523,-0.14891203,-0.1683743,0.06019286,0.08136302,0.04703548,0.08184146,-0.18898939,0.09288495,0.036661893,0.12015668,-0.05610181,0.0918694,0.12230435,-0.06318328,-0.011010524,-0.1350383,0.05030734,-0.08400853,-0.034167793,0.042543177,-8.903723e-05,0.15548043,-0.16570832,0.09922649,0.16209328,-0.1289267,0.071401946,0.0833594,0.06767147,0.14883141,-0.24633592,-0.007714859,-0.121112436,0.067151934,0.057378113
11801,Drug,Pipradrol,-0.06282715,-0.13348408,0.09189366,-0.10517277,0.14923668,-0.13582829,-0.019173663,0.060054626,0.009985473,0.040557027,-0.1126253,-0.056962006,0.11718519,0.038428783,-0.10790147,-0.013672213,-0.05254545,0.115289755,0.019956648,-0.04696919,0.083592586,-0.03084024,-0.09343993,0.020800114,-0.35544276,-0.1164508,0.051635586,-0.1418401,0.050447557,0.028036231,0.1258584,0.18238743,0.13960399,0.19529182,-0.013823732,-0.05704057,0.09938988,0.052686337,-0.123064905,0.081006095,-0.0751243,0.11969684,0.06087748,-0.18542476,-0.07908317,-0.11869939,-0.14895664,0.05368244,-0.27775776,-0.0487824,0.041669536,-0.054092262,0.18436614,0.009890923,-0.0121705,0.0045654755,0.11034074,0.071252964,0.090593494,-0.17693602,0.21115446,0.057887714,0.006641219,-0.04713999
11802,Drug,Phenylbutazone,0.04638556,-0.12693058,0.12482768,-0.17251015,0.04572897,-0.15473586,-0.18050061,0.17709139,0.053947687,0.0105603505,-0.2622263,-0.059019253,0.16078158,0.07126661,0.1270339,-0.23331343,-0.035925996,-0.062400997,0.09053387,0.08705769,-0.17842364,-0.03764486,-0.050530314,-0.048796244,0.15084349,-0.14640261,0.058240153,-0.08134964,0.13466705,0.08352021,-0.24698989,0.09797539,0.0046304446,0.16219027,0.02061076,0.019795196,-0.12109684,-0.21144494,0.10239808,0.00729242,-0.20442906,-0.13477018,-0.07228931,0.29101726,-0.08722807,0.10167338,-0.14486974,0.055103257,0.19515263,0.089895256,-0.012354397,-0.08685721,-0.07882298,0.058952425,0.0048594736,-0.04264856,0.089976035,-0.13727061,0.034574386,-0.03805368,0.0057374947,0.09136116,-0.036285467,0.0039033005
11803,Drug,Olomoucine,0.021720571,-0.039015386,-0.07028815,0.13878633,-0.025481485,-0.055423796,0.10043587,0.056604087,-0.1242231,-0.19103853,-0.08266966,-0.05274531,0.13832605,-0.08901323,-0.08789708,-0.13417052,-0.17648008,0.027635323,0.15418817,-0.00762897,0.013796398,-0.11245677,0.039173417,0.22908674,0.15988465,-0.14746739,-0.067404255,-0.06176082,0.20704743,0.12144779,0.034535,-0.064172,0.091510125,-0.1380311,0.12511827,-0.021248989,-0.010172891,0.13035245,-0.22973922,-0.057151593,-0.13971739,0.21346244,-0.1993783,0.052487127,-0.12860247,-0.1478487,-0.114965566,0.088283464,0.10365782,0.071004696,-0.12108527,-0.0015323386,-0.01052548,0.20983966,0.05936669,-0.08041375,0.09711948,-0.12767664,0.18194984,0.037541285,-0.10022251,0.06733604,-0.0063174497,0.26027107
11804,Drug,Methoxy polyethylene glycol-epoetin beta,0.00793113,-0.04034506,-0.07065067,-0.10058833,-0.091545254,-0.13788646,-0.058995854,-0.07226027,-0.13812031,0.089500666,0.07787415,0.07893733,0.18076019,0.032742184,0.16320921,0.09799177,0.108238995,0.05619856,0.15916526,0.10809192,-0.23170367,-0.02327751,-0.08409185,0.0841187,-0.006410556,-0.22289151,-0.19008482,-0.086716,0.10200261,-0.17972077,-0.08542903,-0.057005987,0.15141852,0.117961876,0.1134101,-0.013371192,0.08824169,0.057009228,0.17467007,0.12799741,0.1378066,0.032102324,-0.18360253,0.04024093,0.07513538,0.0048802476,-0.18441117,-0.1010262,0.031228067,0.025571886,-0.09388509,-0.1253984,0.05082515,0.09825626,-0.038114477,-0.099343196,0.0116504235,0.13676628,0.074327305,0.05497829,-0.137529,0.044147927,0.0683387,0.07826845
11805,Drug,Pentazocine,-0.2021167,-0.2553128,0.079757415,0.052087363,0.0811242,-0.011667317,-0.1925506,-0.0105490135,0.14686441,0.014512841,-0.012264239,-0.04866739,-0.039981894,-0.00754205,-0.00086049666,0.05196334,-0.1221481,-0.066423014,0.021497801,-0.26253545,-0.19567755,0.15392777,0.09549372,0.033668928,-0.13561074,-0.21457048,-0.025436377,0.14554659,0.07704931,-0.03525706,-0.05269383,0.050366677,0.08409962,0.14795002,0.050440297,-0.18179847,-0.06866329,0.036556676,-0.030491732,0.03159922,0.06760885,-0.019616174,-0.015920453,-0.06522004,-0.08783255,0.018230394,-0.042880196,-0.022614002,-0.24712509,-0.16890022,0.19048722,0.19145867,0.091613166,0.023769414,-0.25069878,-0.15968901,0.3048938,0.14136355,-0.053214405,-0.13400535,-0.020538535,0.09138448,0.10787308,0.04572554
11806,Drug,Danaparoid,0.127242,0.22136575,-0.005178195,-0.039913848,-0.0673985,0.121789575,0.15715773,0.018412596,0.021340668,-0.012978038,0.09670015,0.26807132,0.10246799,0.0779759,-0.002679186,-0.13644621,-0.023917504,0.15133823,0.15461284,-0.14921564,-0.27916858,-0.037764512,-0.060809907,0.08658282,-0.070370086,-0.16698276,-0.15522934,0.07332793,-0.017171245,0.04597372,-0.037958927,-0.09777073,-0.089111656,0.16633128,-0.18397509,-0.10055171,-0.05058167,-0.065932356,0.13099793,0.17379864,-0.23834583,0.05622772,0.031689495,0.0148649085,0.05219932,-0.028719788,0.054941688,-0.0028592446,0.07426366,0.025571227,-0.01367219,-0.024927573,-0.11691551,0.1313988,0.026434332,-0.07566668,-0.07366695,-0.0013336171,0.08524518,0.09803787,-0.047562473,-0.0748277,-0.113978006,0.27171314
11807,Drug,Pholcodine,-0.15979064,-0.23143704,0.1233745,0.14294116,-0.109786116,-0.020170167,-0.031882502,0.020872204,0.17971122,-0.016843487,-0.20064558,-0.022282645,0.016468002,0.12225968,-0.08181217,0.021490578,0.030169563,-0.11962631,0.20269205,-0.12971704,-0.23297556,0.13150617,0.012038719,-0.0045454334,-0.027644956,-0.05800803,0.09375411,0.09007037,0.090912506,-0.101683065,-0.14439884,0.08846861,0.17155842,-0.03918916,0.05140438,-0.07547519,-0.08253886,0.1278959,0.0733092,-0.15623446,-0.025714746,-0.118029065,-0.0100345975,-0.046961397,-0.030193029,0.11045379,-0.1783835,0.09233639,-0.09364616,-0.0681162,0.12379491,0.13385981,-0.08941448,0.028206944,-0.011219639,-0.01893683,0.15090089,-0.029550835,-0.43309876,-0.21953118,0.05875364,0.07676192,-0.09586836,0.010024812
11808,Drug,Lisuride,-0.12951908,-0.082772695,0.013001485,0.023853675,0.04029078,-0.18693708,-0.009948048,0.031006463,-0.028811285,0.026486373,-0.11020744,-0.20332621,0.0931982,-0.041495696,0.10340246,-0.056808725,-0.030669708,0.08563768,0.010511254,0.0036614,0.0600297,-0.15814334,0.2277575,-0.078534275,-0.14700404,0.23025802,0.07426001,-0.1419263,0.065684825,-0.06318121,-0.004024893,0.13753328,0.04244786,-0.052529324,-0.35345113,0.08121485,0.06543424,-0.1223433,0.023370799,-0.111969806,-0.08520298,0.21469887,0.0338289,-0.10805077,-0.0052660364,-0.2172398,-0.015533015,0.16956456,-0.0901007,-0.094267994,0.05904795,0.16886297,0.15319435,-0.20831876,0.034345258,-0.047571387,0.044783138,0.2479801,-0.06661217,-0.20137043,0.19318569,0.14143854,0.16572669,-0.11262919
11809,Drug,Saxagliptin,0.099525616,-0.08512484,-0.14838019,-0.034521922,0.10735939,0.007713706,0.0028472766,-0.22484097,-0.119322,-0.122794166,0.07167314,0.08504577,0.056952424,-0.10730482,-0.12003221,-0.05486232,-0.03671611,0.088290505,0.07475544,-0.10970336,0.11804963,0.0073970733,0.051353004,0.052937865,-0.08441009,0.12222342,-0.13035399,0.12577908,0.055670224,-0.19117683,-0.12924191,0.15306748,0.06242356,0.059267208,0.086747624,-0.120880015,-0.12760386,0.09002438,0.008251853,-0.09919567,-0.00360672,-0.039534383,0.04450813,-0.14367661,0.029901,-0.11280981,-0.019855477,0.14960803,-0.2663239,-0.0004024338,-0.28506643,0.051414788,0.1413216,-0.13294883,0.40775615,0.04673989,-0.05648339,0.08752951,0.10657084,-0.13988312,-0.07685724,0.11072175,0.23538241,-0.091165416
11810,Drug,Progesterone,-0.09350517,-0.16717748,0.17519335,0.21747005,-0.1428613,-0.07216456,-0.036315702,0.091611646,0.11968592,0.16331686,-0.04682232,-0.1024116,0.022517066,0.16858418,-0.052508388,-0.13714673,0.02096986,-0.04929634,0.13535744,0.017944794,-0.15391515,0.05871013,0.013234655,0.122453436,-0.14491306,-0.13170682,-0.05318119,0.12121132,0.12729523,0.019472936,-0.14564425,-0.14801541,0.19635303,0.10343352,0.1808941,-0.03655411,-0.296848,0.22283371,0.24176124,0.0015880154,-0.03800093,-0.14126776,0.015242703,0.02178449,0.1300913,-0.082352534,-0.11869445,0.005918403,0.35441953,-7.16757e-05,0.026839985,-0.0855973,-0.09816207,0.029610688,-0.050769035,-0.060333133,0.13530862,-0.05161695,-0.019649895,-0.090975136,-0.10392508,0.18174174,-0.020941596,0.051603246
11811,Drug,Carboprost Tromethamine,-0.07198467,-0.052924104,0.1756965,0.018043302,-0.03361516,-0.06484759,-0.10751052,-0.11968137,-0.20554009,0.053167585,0.06500782,-0.10436629,-0.0799374,0.22153983,-0.04082623,-0.050320543,-0.03298815,0.064336345,0.03421752,-0.050971944,-0.09916045,0.112993486,0.051181316,0.08047794,-0.31584692,-0.13758351,0.080863774,0.10414937,0.025611483,-0.11006375,-0.02084245,0.08595181,0.095605955,0.045863166,6.189407e-05,-0.063582666,-0.0387542,-0.030075273,0.061963446,0.07831983,0.042328715,-0.13231783,-0.022642422,-0.24078377,-0.12530562,-0.09849731,-0.077481754,-0.06861528,-0.030731134,-0.056624696,-0.039826017,0.04232569,0.060133994,0.044070043,-0.12647827,0.021903653,0.14568123,0.08635616,0.066094555,-0.10378997,-0.013189502,0.15508835,0.07382709,0.041612227
11812,Drug,Camphor,0.2501153,-0.19681668,-0.13652676,-0.07604405,0.18156862,0.1907507,0.10921908,-0.22664785,-0.15581354,0.1763573,0.23313864,0.08189405,-0.17567109,-0.05259083,0.012856154,0.21965349,-0.03587823,0.084075585,-0.2226563,0.11743246,-0.07460565,0.083082505,-0.23415089,-0.051836897,-0.03262889,0.12489282,-0.052385326,-0.03976609,-0.14695983,-0.03624106,0.06583516,0.06103461,-0.07293299,-0.11664577,0.06474335,-0.031459454,0.23667493,-0.017537503,-0.010125194,-0.11858001,0.066402085,0.1150368,0.16755038,0.060515497,-0.08793886,-0.08017473,0.11623974,0.03223325,-0.008966185,-0.032345664,-0.17089689,-0.10406902,-0.0003495957,0.02990821,-0.11273393,-0.17892258,-0.0822988,-0.0136779975,0.15327604,0.0107533885,-0.049982104,-0.18590032,0.111607775,0.0997233
11813,Drug,Lomitapide,-0.12345287,-0.12820399,0.025450524,0.07106194,0.15149392,0.0604711,-0.12515734,-0.11596764,-0.03417677,0.1509813,0.040210307,-0.046703003,-0.06638903,-0.06714709,0.13212723,0.15005063,0.10585529,-0.13530746,-0.097883075,-0.094745755,-0.14534973,0.21187803,-0.13184857,-0.19788188,0.0045100623,-0.07536876,0.08534479,0.13457815,-0.0033338107,-0.04068355,-0.06741285,0.0830147,-0.027183387,0.15270816,-0.072391756,-0.13198388,-0.08163367,0.07560616,-0.11553299,0.09201066,0.041873276,0.0036141817,-0.15226358,-0.029886017,0.054329704,-0.13399908,0.016034849,-0.063946396,-0.049640432,0.023715368,0.042381287,0.2077127,0.08462177,0.061077923,-0.15866,-0.058175746,0.1399363,0.16184942,0.106577456,-0.086080596,-0.18757518,0.15917297,0.07800157,0.07653872
11814,Drug,Testosterone,0.15006459,-0.015990749,0.05766342,0.057389677,0.037328504,0.0032721525,-0.077611394,-0.11568695,0.08247905,0.06348902,-0.17872845,0.1845508,-0.09917587,-0.053439192,0.04932113,-0.14804965,-0.057220414,0.11567273,-0.00904955,-0.05525128,-0.13903795,0.03774271,0.043401632,0.057902575,-0.10684579,-0.17540574,-0.11899548,0.12344812,0.13323255,-0.026107932,-0.06696981,-0.19807748,-0.045029413,0.06127885,-0.09564947,0.27978295,-0.00913737,0.00208175,0.14517719,0.06902884,0.17491797,-0.116379745,0.12553391,0.20851763,-0.10767618,0.04072296,0.089340925,0.04322315,0.050144553,-0.077065796,-0.09502106,-0.052908767,0.075681716,-0.007592107,-0.09576743,-0.10505154,0.29997158,0.053309683,-0.042772233,-0.07919027,-0.1551,0.027227033,0.06780183,-0.028963536
